"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Rhode Island"	"44"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	12	1453093	Unreliable
	"Rhode Island"	"44"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	91	1453093	6.3
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	27	67233	40.2
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	18	1318492	Unreliable
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	33	1318492	2.5
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11	1318492	Unreliable
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	24	1318492	1.8
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	13	1318492	Unreliable
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	134	1318492	10.2
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	27	1216920	2.2
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	52	1216920	4.3
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	29	1216920	2.4
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	22	1216920	1.8
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	11	1216920	Unreliable
	"Rhode Island"	"44"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	214	1216920	17.6
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	21	39687	52.9
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	19	32633	Unreliable
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	28	908310	3.1
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	15	908310	Unreliable
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	44	908310	4.8
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11	908310	Unreliable
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	52	908310	5.7
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	18	908310	Unreliable
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	236	908310	26.0
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	24	769011	3.1
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	18	769011	Unreliable
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	81	769011	10.5
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	70	769011	9.1
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	42	769011	5.5
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	21	769011	2.7
	"Rhode Island"	"44"	"65-74 years"	"65-74"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	315	769011	41.0
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	25	22955	108.9
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	16	13871	Unreliable
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	46	673354	6.8
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	17	673354	Unreliable
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	10	673354	Unreliable
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	81	673354	12.0
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	10	673354	Unreliable
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	77	673354	11.4
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	48	673354	7.1
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	424	673354	63.0
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	37	450415	8.2
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	20	450415	4.4
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	17	450415	Unreliable
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	82	450415	18.2
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	71	450415	15.8
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	72	450415	16.0
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	17	450415	Unreliable
	"Rhode Island"	"44"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	419	450415	93.0
	"Rhode Island"	"44"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	10	8715	Unreliable
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	40	380312	10.5
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	28	380312	7.4
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	12	380312	Unreliable
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	112	380312	29.4
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	75	380312	19.7
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	41	380312	10.8
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	10	380312	Unreliable
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	494	380312	129.9
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	22	161850	13.6
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	29	161850	17.9
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	10	161850	Unreliable
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	85	161850	52.5
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	70	161850	43.2
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	38	161850	23.5
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	12	161850	Unreliable
	"Rhode Island"	"44"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	270	161850	166.8
	"South Carolina"	"45"	"15-24 years"	"15-24"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11	2383553	Unreliable
	"South Carolina"	"45"	"15-24 years"	"15-24"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	16	2353785	Unreliable
	"South Carolina"	"45"	"15-24 years"	"15-24"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11	4313189	Unreliable
	"South Carolina"	"45"	"15-24 years"	"15-24"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	13	4641151	Unreliable
	"South Carolina"	"45"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	14	2088810	Unreliable
	"South Carolina"	"45"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	24	2088810	1.1
	"South Carolina"	"45"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	13	2088810	Unreliable
	"South Carolina"	"45"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	28	2088810	1.3
	"South Carolina"	"45"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	27	1861127	1.5
	"South Carolina"	"45"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	16	1861127	Unreliable
	"South Carolina"	"45"	"25-34 years"	"25-34"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	31	1861127	1.7
	"South Carolina"	"45"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	20	4412566	0.5
	"South Carolina"	"45"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	14	4412566	Unreliable
	"South Carolina"	"45"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	21	4526610	0.5
	"South Carolina"	"45"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	23	4526610	0.5
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	13	2061276	Unreliable
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	23	2061276	1.1
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	26	2061276	1.3
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	10	2061276	Unreliable
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	92	2061276	4.5
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	13	1736927	Unreliable
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	10	1736927	Unreliable
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with coma"	"E14.0"	10	1736927	Unreliable
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	41	1736927	2.4
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	22	1736927	1.3
	"South Carolina"	"45"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	96	1736927	5.5
	"South Carolina"	"45"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	23	4613858	0.5
	"South Carolina"	"45"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	12	4613858	Unreliable
	"South Carolina"	"45"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	26	4613858	0.6
	"South Carolina"	"45"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	61	4613858	1.3
	"South Carolina"	"45"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	26	4669365	0.6
	"South Carolina"	"45"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	15	4669365	Unreliable
	"South Carolina"	"45"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	55	4669365	1.2
	"South Carolina"	"45"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	112	4669365	2.4
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	25	2061603	1.2
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	21	2061603	1.0
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	46	2061603	2.2
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	41	2061603	2.0
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	62	2061603	3.0
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	23	2061603	1.1
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	21	2061603	1.0
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	283	2061603	13.7
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	39	1723785	2.3
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	26	1723785	1.5
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	47	1723785	2.7
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	50	1723785	2.9
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	66	1723785	3.8
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	33	1723785	1.9
	"South Carolina"	"45"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	338	1723785	19.6
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	28	4906021	0.6
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	47	4906021	1.0
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	45	4906021	0.9
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	42	4906021	0.9
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	12	4906021	Unreliable
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	234	4906021	4.8
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	13	4786066	Unreliable
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	11	4786066	Unreliable
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	57	4786066	1.2
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	11	4786066	Unreliable
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	68	4786066	1.4
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	65	4786066	1.4
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	74	4786066	1.5
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	20	4786066	0.4
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	12	4786066	Unreliable
	"South Carolina"	"45"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	417	4786066	8.7
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	44	1662706	2.6
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	52	1662706	3.1
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	20	1662706	1.2
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	13	1662706	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	115	1662706	6.9
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	38	1662706	2.3
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	155	1662706	9.3
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	57	1662706	3.4
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	16	1662706	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	582	1662706	35.0
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	42	1348299	3.1
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	48	1348299	3.6
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	14	1348299	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	16	1348299	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	121	1348299	9.0
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	46	1348299	3.4
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	172	1348299	12.8
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	63	1348299	4.7
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	28	1348299	2.1
	"South Carolina"	"45"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	692	1348299	51.3
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	16	4649818	Unreliable
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	61	4649818	1.3
	"South Carolina"	"45"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	44	4649818	0.9
